Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Distributor Location,Manufacturer Location,Raw Material Supplier Location,Stock at Distributor,Stock Status,Sales Quantity,Sale Date
M-1006,O-13678,Omeprazole,Treats GERD and other stomach issues.,B-1291,2022-12-20,89620,Man,Kolkata,22,2025-04-11,120.0,Kolkata,Chennai,Kolkata,Pune,0,,,2024-01-14
M-1008,O-34068,Dolo 650,Brand of paracetamol for pain & fever.,B-7708,2024-03-16,58640,Ret,Ahmedabad,11,2025-04-17,126.0,Ahmedabad,Kolkata,Mumbai,Kolkata,0,,3630.0,2024-08-09
M-1000,O-23077,Paracetamol,Relieves fever & mild to moderate pain.,B-7344,2024-07-21,32520,RMS,Kolkata,144,2025-04-27,,Kolkata,Bangalore,Kolkata,Kolkata,0,,,2024-11-27
M-1004,O-93991,Azithromycin,Antibiotic for bacterial infections.,B-7327,2020-08-18,76780,Dis,Lucknow,13,2021-07-22,-1239.0,Ahmedabad,Lucknow,Ahmedabad,Mumbai,24764,Optimal,,2022-09-15
M-1006,O-76794,Omeprazole,Treats GERD and other stomach issues.,B-8146,2024-02-29,11180,Ret,Lucknow,5,2024-09-01,-102.0,Lucknow,Chennai,Ahmedabad,Lucknow,0,,8020.0,2024-07-22
M-1009,O-64806,Cefixime,Antibiotic for respiratory and UTI infections.,B-4094,2020-01-13,73760,RMS,Ahmedabad,1795,2022-01-04,,Lucknow,Mumbai,Kolkata,Ahmedabad,0,,,2021-02-17
M-1001,O-61250,Amoxicillin,Antibiotic for bacterial infections.,B-7805,2023-04-25,56100,Man,Hyderabad,20,2026-03-24,467.0,Mumbai,Lucknow,Hyderabad,Jaipur,0,,,2024-11-18
M-1012,O-60879,Levofloxacin,Antibiotic for bacterial infections.,B-8099,2023-12-24,82830,Ret,Mumbai,30,2024-08-05,-129.0,Mumbai,Delhi,Pune,Ahmedabad,0,,7940.0,2024-07-19
M-1006,O-19474,Omeprazole,Treats GERD and other stomach issues.,B-2381,2022-03-14,16740,Ret,Chennai,15,2022-12-23,-720.0,Chennai,Pune,Pune,Chennai,0,,1260.0,2023-08-13
M-1000,O-33328,Paracetamol,Relieves fever & mild to moderate pain.,B-5492,2020-05-30,43110,RMS,Jaipur,1657,2022-03-22,,Delhi,Lucknow,Hyderabad,Jaipur,0,,,2023-08-05
M-1003,O-23805,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-9936,2022-04-06,25130,Dis,Kolkata,14,2024-01-25,-322.0,Kolkata,Kolkata,Hyderabad,Lucknow,25989,Understock,,2023-02-12
M-1012,O-27536,Levofloxacin,Antibiotic for bacterial infections.,B-3048,2024-08-01,31900,RMS,Bangalore,133,2027-06-30,,Delhi,Lucknow,Kolkata,Bangalore,0,,,2024-08-30
M-1007,O-68596,Cetirizine,Antihistamine for allergy symptoms.,B-8788,2023-11-11,60460,Dis,Hyderabad,16,2024-09-08,-95.0,Pune,Hyderabad,Hyderabad,Pune,14210,Understock,,2024-09-29
M-1004,O-95496,Azithromycin,Antibiotic for bacterial infections.,B-1614,2023-01-25,86840,Dis,Lucknow,28,2024-04-19,-237.0,Jaipur,Lucknow,Hyderabad,Mumbai,26948,Optimal,,2023-07-30
M-1010,O-91466,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5607,2022-02-21,18190,Dis,Bangalore,25,2022-09-05,-829.0,Delhi,Bangalore,Mumbai,Lucknow,13575,Understock,,2024-02-22
M-1008,O-18232,Dolo 650,Brand of paracetamol for pain & fever.,B-6612,2023-01-23,52930,Ret,Pune,17,2024-01-09,-338.0,Pune,Jaipur,Ahmedabad,Chennai,0,,4870.0,2023-08-30
M-1014,O-31632,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3811,2024-03-21,36340,RMS,Bangalore,266,2027-01-27,,Kolkata,Hyderabad,Bangalore,Bangalore,0,,,2024-03-27
M-1009,O-91120,Cefixime,Antibiotic for respiratory and UTI infections.,B-2618,2021-02-12,42340,Ret,Bangalore,17,2022-02-03,-1043.0,Bangalore,Kolkata,Pune,Bangalore,0,,5850.0,2021-08-06
M-1010,O-96938,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7707,2023-12-19,83210,Dis,Kolkata,20,2026-01-20,404.0,Bangalore,Kolkata,Mumbai,Jaipur,19631,Optimal,,2024-07-07
M-1009,O-65517,Cefixime,Antibiotic for respiratory and UTI infections.,B-1418,2022-11-11,39190,RMS,Pune,762,2025-09-16,,Pune,Chennai,Jaipur,Pune,0,,,2024-05-29
M-1007,O-31271,Cetirizine,Antihistamine for allergy symptoms.,B-2140,2020-03-22,65370,Ret,Mumbai,7,2021-01-26,-1416.0,Mumbai,Delhi,Delhi,Bangalore,0,,1890.0,2022-08-10
M-1012,O-29802,Levofloxacin,Antibiotic for bacterial infections.,B-8979,2024-06-18,98520,Man,Hyderabad,21,2026-03-09,452.0,Mumbai,Pune,Hyderabad,Kolkata,0,,,2024-09-14
M-1011,O-73193,Pantoprazole,Treats stomach & esophagus problems.,B-3224,2024-08-12,77480,Man,Kolkata,2,2025-10-10,302.0,Jaipur,Lucknow,Kolkata,Pune,0,,,2024-09-07
M-1012,O-74424,Levofloxacin,Antibiotic for bacterial infections.,B-3163,2024-07-25,21040,Ret,Kolkata,23,2026-06-16,551.0,Kolkata,Kolkata,Jaipur,Jaipur,0,,5860.0,2024-10-26
M-1011,O-82129,Pantoprazole,Treats stomach & esophagus problems.,B-1393,2020-08-11,79570,Ret,Mumbai,21,2021-11-05,-1133.0,Mumbai,Ahmedabad,Jaipur,Chennai,0,,9840.0,2022-11-28
M-1012,O-41357,Levofloxacin,Antibiotic for bacterial infections.,B-2248,2022-01-25,27600,Man,Chennai,17,2023-11-10,-398.0,Ahmedabad,Kolkata,Chennai,Hyderabad,0,,,2023-05-17
M-1007,O-35769,Cetirizine,Antihistamine for allergy symptoms.,B-6108,2022-06-10,3768,RMS,Hyderabad,916,2024-03-26,,Pune,Mumbai,Lucknow,Hyderabad,0,,,2022-09-22
M-1013,O-91301,Montelukast,Prevents asthma & seasonal allergies.,B-5914,2022-08-16,35470,Dis,Bangalore,9,2023-09-12,-457.0,Kolkata,Bangalore,Chennai,Kolkata,8590,Understock,,2023-02-27
M-1002,O-38782,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9501,2022-09-30,10560,Dis,Kolkata,12,2024-07-09,-156.0,Mumbai,Kolkata,Mumbai,Mumbai,19580,Understock,,2024-08-09
M-1000,O-88516,Paracetamol,Relieves fever & mild to moderate pain.,B-4224,2024-08-01,2440,Ret,Mumbai,18,2025-11-11,334.0,Mumbai,Kolkata,Mumbai,Pune,0,,2490.0,2024-11-04
M-1009,O-79336,Cefixime,Antibiotic for respiratory and UTI infections.,B-6038,2024-03-29,56360,Dis,Ahmedabad,8,2025-08-17,248.0,Hyderabad,Ahmedabad,Delhi,Chennai,7350,Understock,,2024-12-03
M-1000,O-44248,Paracetamol,Relieves fever & mild to moderate pain.,B-9585,2024-06-05,95880,Man,Jaipur,23,2025-01-31,50.0,Lucknow,Jaipur,Jaipur,Bangalore,0,,,2024-06-19
M-1003,O-44895,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7918,2021-04-16,85940,Ret,Bangalore,30,2023-09-20,-449.0,Bangalore,Mumbai,Chennai,Delhi,0,,3790.0,2022-12-30
M-1012,O-36214,Levofloxacin,Antibiotic for bacterial infections.,B-1780,2024-01-30,67670,Ret,Kolkata,24,2024-09-23,-80.0,Kolkata,Ahmedabad,Jaipur,Jaipur,0,,6520.0,2024-07-09
M-1010,O-81716,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3960,2021-07-17,34420,Ret,Ahmedabad,13,2022-02-16,-1030.0,Ahmedabad,Pune,Pune,Jaipur,0,,8130.0,2023-06-12
M-1003,O-14355,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6729,2024-08-17,94330,RMS,Mumbai,117,2026-08-22,,Lucknow,Ahmedabad,Bangalore,Mumbai,0,,,2024-10-10
M-1004,O-99117,Azithromycin,Antibiotic for bacterial infections.,B-4699,2020-06-29,20250,RMS,Hyderabad,1627,2022-08-26,,Lucknow,Chennai,Bangalore,Hyderabad,0,,,2020-12-08
M-1002,O-84399,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9510,2023-01-17,16600,RMS,Delhi,695,2023-08-07,,Bangalore,Delhi,Hyderabad,Delhi,0,,,2023-04-16
M-1005,O-58633,Metformin,Controls blood sugar in type 2 diabetes.,B-2732,2020-09-03,39690,Man,Delhi,20,2021-11-14,-1124.0,Bangalore,Pune,Delhi,Pune,0,,,2021-09-11
M-1013,O-48870,Montelukast,Prevents asthma & seasonal allergies.,B-3278,2022-08-07,55300,Man,Hyderabad,9,2024-11-04,-38.0,Kolkata,Pune,Hyderabad,Ahmedabad,0,,,2024-11-22
M-1013,O-47439,Montelukast,Prevents asthma & seasonal allergies.,B-1855,2021-03-15,62420,RMS,Delhi,1368,2024-01-05,,Pune,Jaipur,Pune,Delhi,0,,,2021-08-27
M-1008,O-51789,Dolo 650,Brand of paracetamol for pain & fever.,B-1455,2024-01-06,78350,Man,Chennai,5,2025-11-06,329.0,Jaipur,Delhi,Chennai,Jaipur,0,,,2024-01-22
M-1000,O-90947,Paracetamol,Relieves fever & mild to moderate pain.,B-9034,2024-01-04,89560,RMS,Jaipur,343,2025-10-01,,Ahmedabad,Chennai,Bangalore,Jaipur,0,,,2024-11-13
M-1005,O-78917,Metformin,Controls blood sugar in type 2 diabetes.,B-2255,2020-11-28,61110,Ret,Lucknow,9,2022-12-03,-740.0,Lucknow,Bangalore,Ahmedabad,Ahmedabad,0,,2280.0,2024-09-21
M-1013,O-13767,Montelukast,Prevents asthma & seasonal allergies.,B-7873,2021-04-27,43788,Ret,Delhi,23,2023-05-24,-568.0,Delhi,Hyderabad,Delhi,Jaipur,0,,6200.0,2022-11-09
M-1011,O-29285,Pantoprazole,Treats stomach & esophagus problems.,B-9446,2020-12-01,91560,Dis,Lucknow,21,2021-12-13,-1095.0,Delhi,Lucknow,Ahmedabad,Jaipur,35608,Optimal,,2024-04-14
M-1014,O-58898,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4161,2024-03-11,57280,Dis,Jaipur,13,2025-11-09,332.0,Jaipur,Jaipur,Jaipur,Delhi,7838,Understock,,2024-09-10
M-1012,O-30199,Levofloxacin,Antibiotic for bacterial infections.,B-8943,2023-06-08,82010,Dis,Chennai,4,2025-05-15,154.0,Chennai,Chennai,Ahmedabad,Bangalore,30410,Optimal,,2023-12-26
M-1000,O-75761,Paracetamol,Relieves fever & mild to moderate pain.,B-9183,2022-09-06,85210,RMS,Pune,828,2024-01-14,,Ahmedabad,Ahmedabad,Pune,Pune,0,,,2024-05-20
M-1004,O-92412,Azithromycin,Antibiotic for bacterial infections.,B-7890,2024-04-01,27240,Dis,Bangalore,19,2026-10-30,687.0,Lucknow,Bangalore,Pune,Ahmedabad,25826,Understock,,2024-09-22
M-1005,O-29077,Metformin,Controls blood sugar in type 2 diabetes.,B-2697,2022-09-01,35720,RMS,Jaipur,833,2023-08-22,,Jaipur,Delhi,Pune,Jaipur,0,,,2024-06-11
M-1012,O-79348,Levofloxacin,Antibiotic for bacterial infections.,B-9268,2020-04-22,76470,RMS,Kolkata,1695,2021-06-28,,Mumbai,Jaipur,Pune,Kolkata,0,,,2021-08-09
M-1006,O-88459,Omeprazole,Treats GERD and other stomach issues.,B-5262,2020-12-16,97870,RMS,Lucknow,1457,2023-08-24,,Lucknow,Bangalore,Jaipur,Lucknow,0,,,2023-01-11
M-1012,O-98069,Levofloxacin,Antibiotic for bacterial infections.,B-3137,2022-05-10,14960,Dis,Jaipur,8,2023-01-02,-710.0,Kolkata,Jaipur,Mumbai,Pune,2969,Understock,,2024-03-20
M-1008,O-79525,Dolo 650,Brand of paracetamol for pain & fever.,B-7753,2024-03-05,95150,Man,Pune,27,2026-02-07,422.0,Chennai,Pune,Pune,Pune,0,,,2024-09-07
M-1009,O-21022,Cefixime,Antibiotic for respiratory and UTI infections.,B-8627,2024-08-13,70840,Man,Chennai,4,2026-01-03,387.0,Ahmedabad,Jaipur,Chennai,Hyderabad,0,,,2024-11-01
M-1006,O-41049,Omeprazole,Treats GERD and other stomach issues.,B-1421,2024-03-03,52920,RMS,Ahmedabad,284,2025-03-06,,Ahmedabad,Pune,Hyderabad,Ahmedabad,0,,,2024-05-28
M-1004,O-73348,Azithromycin,Antibiotic for bacterial infections.,B-8166,2022-07-29,38050,RMS,Jaipur,867,2024-05-24,,Delhi,Jaipur,Mumbai,Jaipur,0,,,2023-10-08
M-1003,O-80671,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5391,2023-02-24,33220,Man,Delhi,18,2025-07-28,228.0,Jaipur,Pune,Delhi,Delhi,0,,,2024-05-04
M-1011,O-61505,Pantoprazole,Treats stomach & esophagus problems.,B-6261,2020-07-09,41100,Ret,Jaipur,8,2021-01-22,-1420.0,Jaipur,Ahmedabad,Mumbai,Chennai,0,,3710.0,2023-05-28
M-1007,O-80487,Cetirizine,Antihistamine for allergy symptoms.,B-1823,2022-02-20,4760,Ret,Delhi,2,2023-08-14,-486.0,Delhi,Hyderabad,Delhi,Kolkata,0,,3790.0,2023-01-21
M-1003,O-70052,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7083,2023-02-10,43090,RMS,Mumbai,671,2024-04-09,,Chennai,Hyderabad,Pune,Mumbai,0,,,2024-09-22
M-1008,O-45354,Dolo 650,Brand of paracetamol for pain & fever.,B-6921,2021-12-04,16650,Dis,Kolkata,3,2023-12-08,-370.0,Pune,Kolkata,Jaipur,Chennai,5146,Understock,,2023-08-26
M-1000,O-65475,Paracetamol,Relieves fever & mild to moderate pain.,B-1231,2021-09-02,35320,RMS,Jaipur,1197,2024-05-06,,Chennai,Lucknow,Jaipur,Jaipur,0,,,2024-05-31
M-1001,O-27659,Amoxicillin,Antibiotic for bacterial infections.,B-1198,2022-05-31,27230,Dis,Ahmedabad,5,2023-07-02,-529.0,Jaipur,Ahmedabad,Hyderabad,Kolkata,14929,Understock,,2023-07-03
M-1007,O-33996,Cetirizine,Antihistamine for allergy symptoms.,B-3224,2023-09-29,48210,Man,Bangalore,23,2025-11-14,337.0,Lucknow,Delhi,Bangalore,Hyderabad,0,,,2023-10-24
M-1014,O-70389,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4556,2020-04-26,79470,Dis,Lucknow,21,2022-11-14,-759.0,Ahmedabad,Lucknow,Bangalore,Lucknow,14003,Understock,,2020-09-25
M-1007,O-83747,Cetirizine,Antihistamine for allergy symptoms.,B-8652,2023-08-30,23320,RMS,Kolkata,470,2025-10-31,,Chennai,Chennai,Delhi,Kolkata,0,,,2023-12-15
M-1014,O-27750,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5206,2022-09-21,94350,RMS,Delhi,813,2025-01-05,,Chennai,Delhi,Delhi,Delhi,0,,,2023-11-07
M-1008,O-16423,Dolo 650,Brand of paracetamol for pain & fever.,B-7763,2022-04-11,30570,Man,Kolkata,18,2023-12-04,-374.0,Kolkata,Lucknow,Kolkata,Pune,0,,,2022-04-13
M-1008,O-15210,Dolo 650,Brand of paracetamol for pain & fever.,B-5719,2021-05-22,89430,Ret,Chennai,21,2022-01-21,-1056.0,Chennai,Ahmedabad,Jaipur,Hyderabad,0,,7920.0,2021-12-23
M-1007,O-14801,Cetirizine,Antihistamine for allergy symptoms.,B-4264,2023-06-09,78324,Man,Mumbai,6,2026-04-06,480.0,Kolkata,Ahmedabad,Mumbai,Jaipur,0,,,2024-07-18
M-1003,O-32741,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3980,2020-05-12,62210,Ret,Delhi,19,2021-02-09,-1402.0,Delhi,Jaipur,Bangalore,Hyderabad,0,,2740.0,2024-01-30
M-1005,O-25905,Metformin,Controls blood sugar in type 2 diabetes.,B-2759,2023-10-10,84670,RMS,Lucknow,429,2025-04-15,,Delhi,Pune,Lucknow,Lucknow,0,,,2023-12-09
M-1014,O-63630,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-6893,2022-02-08,39330,Dis,Chennai,26,2024-11-24,-18.0,Mumbai,Chennai,Kolkata,Mumbai,22544,Understock,,2023-08-20
M-1000,O-36171,Paracetamol,Relieves fever & mild to moderate pain.,B-9150,2022-12-05,124580,Man,Bangalore,4,2025-09-14,276.0,Bangalore,Pune,Bangalore,Ahmedabad,0,,,2024-03-05
M-1004,O-60956,Azithromycin,Antibiotic for bacterial infections.,B-8596,2022-04-18,33970,Dis,Lucknow,18,2023-12-20,-358.0,Pune,Lucknow,Hyderabad,Delhi,8099,Understock,,2024-02-11
M-1005,O-86287,Metformin,Controls blood sugar in type 2 diabetes.,B-9697,2020-12-11,46980,RMS,Mumbai,1462,2022-08-24,,Jaipur,Ahmedabad,Mumbai,Mumbai,0,,,2022-11-03
M-1002,O-66168,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8056,2023-10-01,29110,Ret,Lucknow,5,2025-02-09,59.0,Lucknow,Kolkata,Kolkata,Bangalore,0,,2150.0,2023-10-24
M-1010,O-48050,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5011,2023-02-25,78190,Man,Chennai,5,2024-12-26,14.0,Delhi,Bangalore,Chennai,Lucknow,0,,,2024-10-08
M-1009,O-26172,Cefixime,Antibiotic for respiratory and UTI infections.,B-1672,2020-04-04,93140,Dis,Mumbai,13,2022-08-28,-837.0,Bangalore,Mumbai,Lucknow,Pune,30072,Optimal,,2020-11-23
M-1013,O-28392,Montelukast,Prevents asthma & seasonal allergies.,B-3189,2021-04-18,18672,Ret,Pune,17,2023-08-25,-475.0,Pune,Ahmedabad,Hyderabad,Delhi,0,,3080.0,2023-01-19
M-1001,O-54855,Amoxicillin,Antibiotic for bacterial infections.,B-8380,2024-04-07,3860,Ret,Hyderabad,11,2026-12-15,733.0,Hyderabad,Jaipur,Mumbai,Chennai,0,,7300.0,2024-07-01
M-1006,O-82376,Omeprazole,Treats GERD and other stomach issues.,B-7073,2024-10-24,45160,Man,Bangalore,7,2027-08-01,962.0,Lucknow,Ahmedabad,Bangalore,Ahmedabad,0,,,2024-12-08
M-1007,O-78087,Cetirizine,Antihistamine for allergy symptoms.,B-9986,2024-07-28,55060,Dis,Chennai,22,2026-12-10,728.0,Kolkata,Chennai,Delhi,Lucknow,45288,Optimal,,2024-09-10
M-1004,O-97936,Azithromycin,Antibiotic for bacterial infections.,B-1659,2023-07-11,51320,RMS,Pune,520,2025-10-08,,Mumbai,Jaipur,Bangalore,Pune,0,,,2024-07-26
M-1009,O-40284,Cefixime,Antibiotic for respiratory and UTI infections.,B-6425,2024-08-27,13040,Ret,Chennai,7,2027-05-17,886.0,Chennai,Ahmedabad,Bangalore,Bangalore,0,,8110.0,2024-11-19
M-1008,O-78910,Dolo 650,Brand of paracetamol for pain & fever.,B-4438,2022-12-07,15750,Man,Bangalore,30,2023-11-08,-400.0,Mumbai,Jaipur,Bangalore,Mumbai,0,,,2023-11-06
M-1011,O-93052,Pantoprazole,Treats stomach & esophagus problems.,B-3733,2021-04-23,30200,RMS,Kolkata,1329,2022-09-26,,Ahmedabad,Bangalore,Mumbai,Kolkata,0,,,2024-08-18
M-1009,O-98129,Cefixime,Antibiotic for respiratory and UTI infections.,B-4845,2023-08-03,4820,Ret,Pune,25,2024-12-03,-9.0,Pune,Delhi,Ahmedabad,Mumbai,0,,4290.0,2024-11-02
M-1002,O-87333,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6028,2023-09-19,53200,Ret,Hyderabad,9,2024-04-09,-247.0,Hyderabad,Ahmedabad,Hyderabad,Pune,0,,8480.0,2024-03-31
M-1011,O-80614,Pantoprazole,Treats stomach & esophagus problems.,B-9603,2020-05-16,24990,Dis,Hyderabad,30,2022-02-19,-1027.0,Mumbai,Hyderabad,Jaipur,Lucknow,20107,Understock,,2022-11-11
M-1004,O-37320,Azithromycin,Antibiotic for bacterial infections.,B-2435,2021-12-30,51760,RMS,Hyderabad,1078,2023-11-08,,Bangalore,Hyderabad,Jaipur,Hyderabad,0,,,2023-03-12
M-1013,O-68845,Montelukast,Prevents asthma & seasonal allergies.,B-5753,2023-09-27,42530,Man,Hyderabad,15,2024-09-23,-80.0,Kolkata,Kolkata,Hyderabad,Delhi,0,,,2024-08-11
M-1002,O-66965,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5278,2023-03-02,34738,Ret,Jaipur,14,2024-04-30,-226.0,Jaipur,Ahmedabad,Chennai,Mumbai,0,,7470.0,2024-10-19
M-1012,O-26238,Levofloxacin,Antibiotic for bacterial infections.,B-8973,2020-08-04,68640,Ret,Chennai,22,2021-09-10,-1189.0,Chennai,Jaipur,Hyderabad,Delhi,0,,2230.0,2024-05-15
M-1007,O-40475,Cetirizine,Antihistamine for allergy symptoms.,B-8117,2022-09-24,19740,Man,Ahmedabad,8,2025-01-23,42.0,Hyderabad,Lucknow,Ahmedabad,Ahmedabad,0,,,2023-01-04
M-1012,O-11004,Levofloxacin,Antibiotic for bacterial infections.,B-1427,2020-04-17,87440,Ret,Hyderabad,8,2022-12-06,-737.0,Hyderabad,Kolkata,Delhi,Mumbai,0,,4010.0,2023-12-21
M-1001,O-10764,Amoxicillin,Antibiotic for bacterial infections.,B-8191,2023-05-25,60200,RMS,Ahmedabad,567,2024-12-04,,Bangalore,Ahmedabad,Pune,Ahmedabad,0,,,2023-07-02
M-1001,O-97973,Amoxicillin,Antibiotic for bacterial infections.,B-1087,2022-08-09,84660,Dis,Bangalore,9,2023-02-23,-658.0,Ahmedabad,Bangalore,Pune,Bangalore,4187,Understock,,2023-02-19
M-1010,O-74037,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7516,2022-05-31,20050,Man,Hyderabad,15,2024-08-19,-115.0,Kolkata,Delhi,Hyderabad,Pune,0,,,2024-04-17
M-1010,O-26499,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3510,2020-03-29,10930,Dis,Pune,20,2023-03-03,-650.0,Mumbai,Pune,Bangalore,Lucknow,10111,Understock,,2023-05-22
M-1003,O-81553,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1604,2021-08-21,26370,Man,Mumbai,29,2023-06-01,-560.0,Ahmedabad,Hyderabad,Mumbai,Bangalore,0,,,2021-11-29
M-1004,O-76618,Azithromycin,Antibiotic for bacterial infections.,B-4749,2021-12-21,52680,Man,Mumbai,11,2024-08-04,-130.0,Delhi,Chennai,Mumbai,Delhi,0,,,2022-06-10
M-1000,O-98242,Paracetamol,Relieves fever & mild to moderate pain.,B-7867,2020-02-04,111615,RMS,Lucknow,1773,2022-04-27,,Pune,Kolkata,Ahmedabad,Lucknow,0,,,2021-11-15
M-1008,O-33734,Dolo 650,Brand of paracetamol for pain & fever.,B-6267,2020-09-06,12690,RMS,Bangalore,1558,2021-12-02,,Chennai,Ahmedabad,Bangalore,Bangalore,0,,,2024-05-29
M-1004,O-16466,Azithromycin,Antibiotic for bacterial infections.,B-1739,2019-12-17,91060,Ret,Kolkata,9,2022-04-11,-976.0,Kolkata,Pune,Hyderabad,Kolkata,0,,8450.0,2021-09-05
M-1003,O-63468,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6074,2024-01-30,14770,Man,Kolkata,12,2025-10-28,320.0,Delhi,Bangalore,Kolkata,Hyderabad,0,,,2024-06-09
M-1013,O-34773,Montelukast,Prevents asthma & seasonal allergies.,B-5645,2023-12-03,6410,Dis,Ahmedabad,20,2024-12-18,6.0,Chennai,Ahmedabad,Pune,Delhi,38878,Understock,,2024-11-17
M-1007,O-63589,Cetirizine,Antihistamine for allergy symptoms.,B-7942,2021-03-22,59900,RMS,Kolkata,1361,2021-12-19,,Bangalore,Chennai,Mumbai,Kolkata,0,,,2023-05-28
M-1008,O-47647,Dolo 650,Brand of paracetamol for pain & fever.,B-5416,2023-04-08,85630,Dis,Kolkata,23,2025-06-29,199.0,Bangalore,Kolkata,Ahmedabad,Kolkata,47061,Optimal,,2023-06-10
M-1001,O-70059,Amoxicillin,Antibiotic for bacterial infections.,B-8194,2024-01-05,61490,RMS,Mumbai,342,2026-08-31,,Chennai,Bangalore,Pune,Mumbai,0,,,2024-06-30
M-1006,O-52205,Omeprazole,Treats GERD and other stomach issues.,B-7287,2021-01-22,48330,RMS,Pune,1420,2021-11-29,,Hyderabad,Hyderabad,Ahmedabad,Pune,0,,,2023-12-22
M-1006,O-26693,Omeprazole,Treats GERD and other stomach issues.,B-1458,2021-10-05,46470,RMS,Chennai,1164,2022-08-06,,Mumbai,Hyderabad,Jaipur,Chennai,0,,,2021-11-11
M-1008,O-81303,Dolo 650,Brand of paracetamol for pain & fever.,B-2379,2020-11-21,23770,Dis,Pune,21,2022-09-28,-806.0,Delhi,Pune,Hyderabad,Delhi,11164,Understock,,2021-09-02
M-1000,O-93954,Paracetamol,Relieves fever & mild to moderate pain.,B-6117,2023-11-06,99560,Dis,Mumbai,27,2025-08-07,238.0,Mumbai,Mumbai,Chennai,Kolkata,49118,Optimal,,2024-09-04
M-1011,O-94296,Pantoprazole,Treats stomach & esophagus problems.,B-2151,2023-12-19,71970,Man,Lucknow,18,2025-04-07,116.0,Bangalore,Delhi,Lucknow,Delhi,0,,,2024-06-03
M-1010,O-37748,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2054,2020-09-18,15100,Man,Delhi,7,2021-12-02,-1106.0,Pune,Bangalore,Delhi,Lucknow,0,,,2020-12-12
M-1007,O-83580,Cetirizine,Antihistamine for allergy symptoms.,B-3107,2021-04-21,16040,Dis,Delhi,2,2022-03-01,-1017.0,Kolkata,Delhi,Hyderabad,Chennai,6986,Understock,,2021-12-06
M-1012,O-55150,Levofloxacin,Antibiotic for bacterial infections.,B-1882,2021-01-18,44640,RMS,Lucknow,1424,2022-01-26,,Pune,Ahmedabad,Mumbai,Lucknow,0,,,2022-04-26
M-1003,O-98116,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8449,2023-12-03,81600,Dis,Kolkata,27,2024-09-29,-74.0,Ahmedabad,Kolkata,Kolkata,Hyderabad,596,Understock,,2024-02-04
M-1006,O-39200,Omeprazole,Treats GERD and other stomach issues.,B-1941,2022-04-18,31530,Man,Bangalore,26,2025-02-27,77.0,Pune,Chennai,Bangalore,Lucknow,0,,,2022-10-31
M-1012,O-10002,Levofloxacin,Antibiotic for bacterial infections.,B-9764,2023-05-12,71660,Dis,Bangalore,20,2024-10-17,-56.0,Pune,Bangalore,Mumbai,Kolkata,42358,Optimal,,2024-06-23
M-1001,O-11532,Amoxicillin,Antibiotic for bacterial infections.,B-3391,2022-04-14,25230,Man,Mumbai,9,2023-12-29,-349.0,Pune,Hyderabad,Mumbai,Ahmedabad,0,,,2024-06-12
M-1004,O-86140,Azithromycin,Antibiotic for bacterial infections.,B-8335,2024-04-05,75780,Dis,Pune,21,2025-03-19,97.0,Hyderabad,Pune,Jaipur,Delhi,41384,Optimal,,2024-06-18
M-1005,O-56342,Metformin,Controls blood sugar in type 2 diabetes.,B-2101,2023-03-16,43758,Dis,Kolkata,24,2024-10-02,-71.0,Delhi,Kolkata,Bangalore,Pune,14968,Understock,,2024-10-05
M-1007,O-85803,Cetirizine,Antihistamine for allergy symptoms.,B-1998,2021-09-04,97040,RMS,Pune,1195,2023-03-13,,Kolkata,Hyderabad,Ahmedabad,Pune,0,,,2023-06-13
